项目id,项目名称,地址,城市,8月项目下智能屏理论点位数,日期,排片点位数,刊挂总时常
3024032,江南文苑,滨文路639号,杭州,33,2019/4/15,33,2475
3024375,九洲芳园,金堡街18号,杭州,30,2019/4/15,30,900
3025484,滨江长河商厦,长江路428,杭州,6,2019/4/15,6,180
3025540,欣景苑,费家塘路533号,杭州,37,2019/4/15,37,2220
3025698,三里新城兰苑,机场路一巷109号,杭州,17,2019/4/15,17,595
3027180,信义坊,信义商街203号,杭州,3,2019/4/15,3,180
3028793,天盛居,潮王支路77号,杭州,4,2019/4/15,4,305
3028871,凯景公寓,凯旋路339号,杭州,4,2019/4/15,4,140
3029764,君悦丽景_杭州,风情大道22号,杭州,19,2019/4/15,19,1235
3030148,杭州丁桥新经济产业园,同协路28号,杭州,1,2019/4/15,1,30
3030251,三堡东苑,运河东路82号,杭州,24,2019/4/15,24,2445
3030252,云峰家园,艮山西路265号,杭州,27,2019/4/15,27,1470
3030372,仁苑,滨盛路3191号,杭州,75,2019/4/15,75,6285
3030733,圣奥领寓,金堡街83号,杭州,28,2019/4/15,28,840
3030761,春江名苑,富春路126号,杭州,16,2019/4/15,16,1632
3030840,杨家春晓,新汇路156号,杭州,58,2019/4/15,58,4280
3030866,东城丽景,城隍中路165号,杭州,16,2019/4/15,16,760
3030886,半岛花园（杭州）,晨晖路555号,杭州,24,2019/4/15,24,1425
3030950,加州阳光写字楼,金城路333号,杭州,51,2019/4/15,51,3000
3031005,之江花园,东信大道1221号,杭州,10,2019/4/15,10,900
3031027,广电雅苑,长浜路346,杭州,20,2019/4/15,20,1700
3031049,乔司商贸苑,桃安路103号,杭州,4,2019/4/15,4,120
3031125,风华苑(杭州),临平人民大道33号,杭州,54,2019/4/15,54,3180
3031333,冠宇隽园,丁群街428号,杭州,34,2019/4/15,34,1020
3031409,高知住宅楼,老浙大直路25号 ,杭州,3,2019/4/15,3,285
3031417,隆和国际大厦,江晖路1961号,杭州,2,2019/4/15,2,150
3031439,风情苑_杭州,西兴路760号,杭州,26,2019/4/15,26,780
3031492,东东城,下沙十号大街1号,杭州,12,2019/4/15,12,755
3031609,沈塘铭苑(杭州),叶青兜路72号,杭州,15,2019/4/15,5,150
3031829,江南摩卡小区,水田畈路83号,杭州,31,2019/4/15,31,2130
3032002,君合商务楼,金堡街232号,杭州,4,2019/4/15,4,120
3032003,亿龙商务楼,杭乔路231号,杭州,4,2019/4/15,4,120
3032515,万科草庄,机场路355号,杭州,22,2019/4/15,22,330
3032577,春漫里,大陆路5号,杭州,13,2019/4/15,13,585
3032606,探梅里,大陆路9号,杭州,31,2019/4/15,31,1380
3033004,田园牧歌风禾苑,建工路26号,杭州,9,2019/4/15,9,135
3033170,云溪印象,望江山路50号,杭州,10,2019/4/15,10,350
3033586,三塘人家,绍兴路509号,杭州,52,2019/4/15,52,1935
3033587,龙生钱塘名都,清江路300号,杭州,12,2019/4/15,12,945
3033599,隽逸花苑,石祥路203号,杭州,8,2019/4/15,8,120
3033804,湘墅花园,时代大道4358号,杭州,13,2019/4/15,13,585
3034136,美林公寓_杭州,文二西路和荆长路交汇处,杭州,23,2019/4/15,23,690
3034197,滨江万家星城一期,东新路与石祥路交叉口,杭州,20,2019/4/15,20,900
3034202,滨江万家星城二期,东文路与长浜路交叉,杭州,16,2019/4/15,16,960
3034277,中天西城纪,余杭塘路417号,杭州,16,2019/4/15,16,650
3034431,东城印象,新塘路318号,杭州,10,2019/4/15,10,770
3034754,幸福时代公寓,文明路468号,杭州,2,2019/4/15,2,85
3034996,万福中心,滨康路228号,杭州,10,2019/4/15,10,255
3035400,汇禾禧福汇,红普路759号,杭州,28,2019/4/15,28,600
3035410,光辉岁月(杭州),文晖路139号,杭州,17,2019/4/15,17,1645
3035840,克拉公馆,石桥路90号,杭州,16,2019/4/15,16,465
3035841,金庆公寓,东清巷60号,杭州,2,2019/4/15,2,190
3035930,运河广告产业大厦,祥园路109号,杭州,7,2019/4/15,7,525
3036183,乾成园,振华路215号,杭州,35,2019/4/15,35,2475
3036344,冠苑双子座,余杭塘路803号,杭州,2,2019/4/15,2,30
3036493,保利江语海,学正街,杭州,37,2019/4/15,37,2180
3036616,银树湾,文岚街158号,杭州,22,2019/4/15,22,1725
3036617,宝善公寓二期,建国北路524号,杭州,4,2019/4/15,4,380
3036704,吉兴公寓一期,大关路29号,杭州,24,2019/4/15,24,1905
3036809,瓜山佳苑,温州路50号,杭州,27,2019/4/15,27,1965
3036834,商瑞大厦,商城南路102号,杭州,5,2019/4/15,5,250
3036926,国能中心,滨盛路1786号,杭州,8,2019/4/15,8,600
3037077,建国南苑,河坊街39号,杭州,8,2019/4/15,8,1032
3037090,顺帆电子信息科创园,荆长路768号,杭州,15,2019/4/15,15,450
3037120,云狐科技园,秋溢路601号,杭州,9,2019/4/15,9,765
5000012,静怡花苑（杭州）,秋涛路550号,杭州,5,2019/4/15,5,300
5000058,龙鼎大酒店,华丰路296号,杭州,1,2019/4/15,1,45
5000064,金地自在城东苑,西园六路180号,杭州,32,2019/4/15,32,1875
5000067,金地自在城乐活湾,厚仁路101号,杭州,28,2019/4/15,28,1665
5000120,步步高商务大厦,德胜东路3678号,杭州,1,2019/4/15,1,30
5000141,金地自在城鹭影轩,西园六路105号,杭州,84,2019/4/15,84,4740
5000155,迈达商业中心写字楼,天城路6号,杭州,2,2019/4/15,2,150
5000178,德泰丰元国际大厦,丰潭路430号,杭州,13,2019/4/15,13,375
5000206,联动创意园,西园二路9号,杭州,4,2019/4/15,4,225
5000209,亚科中心,江南大道4760号,杭州,4,2019/4/15,4,300
5000226,云河大厦（浙江杭州）,文一路18号,杭州,4,2019/4/15,4,420
5000324,罗兰春天,九环路60号,杭州,28,2019/4/15,28,840
5000378,西湖创意谷_时尚创意园,江城路16号,杭州,1,2019/4/15,1,150
5000396,中国（杭州）人力资源服务产业园,白石路318号,杭州,1,2019/4/15,1,60
5000400,智库文化创意产业园,绍兴路400弄6号,杭州,1,2019/4/15,1,95
5000440,西溪乐谷创意产业园,文二西路716号,杭州,9,2019/4/15,9,280
5000442,西瑞大厦,横港路338号,杭州,4,2019/4/15,4,240
5000443,西溪福地科创园,文一西路776号,杭州,2,2019/4/15,2,60
5000444,万科紫台_杭州,建福街120号,杭州,32,2019/4/15,32,480
5000528,紫爵公寓,萧然东路100号,杭州,7,2019/4/15,7,210
5000537,紫东创意产业园,古墩路660号,杭州,2,2019/4/15,2,120
5000634,德珠商务中心,明珠街263,杭州,11,2019/4/15,11,270
5000652,中天MCC,友知弄4号 ,杭州,27,2019/4/15,27,1105
5000713,锦盛大楼,彩云路103号,杭州,1,2019/4/15,1,60
5000763,金手指网商创意园,金家渡南路4号,杭州,7,2019/4/15,7,210
5000770,浙报印务祥园创意产业园,祥园路38号,杭州,2,2019/4/15,2,120
5000838,新德佳苑,杭氧路86号,杭州,22,2019/4/15,21,315
5000910,赛丽绿城慧园,丰潭路700号,杭州,64,2019/4/15,64,960
5000920,尚坤生态创意园,三墩西园路10号,杭州,9,2019/4/15,9,360
5000944,浙宝智慧信息产业园,俞章路88号,杭州,3,2019/4/15,3,55
5000982,金马摩立方,萧绍路636号,杭州,5,2019/4/15,5,270
5000998,天和高科大厦,滨安路688号,杭州,17,2019/4/15,17,1515
5001058,兴业财富大厦,兴业街158号,杭州,1,2019/4/15,1,65
5001062,新徽商财富大厦,兴业街56号,杭州,1,2019/4/15,1,65
5001078,万和国际写字楼,皓月路184号,杭州,6,2019/4/15,6,270
5001102,杭州网投文化创意产业园,南环路1672号,杭州,3,2019/4/15,3,270
5001236,孔乐长青文化创意园,广业街158号,杭州,2,2019/4/15,2,150
5001421,明德大楼,浦沿园区中路38号,杭州,2,2019/4/15,2,210
5001455,中栋国际写字楼,建设一路1号,杭州,62,2019/4/15,62,3550
5001456,中栋国际公寓楼,建设一路1号,杭州,11,2019/4/15,11,570
5001458,萧山水务大厦,金城路1038号,杭州,10,2019/4/15,10,300
5001512,蒹葭苑13幢,龙章路159号,杭州,5,2019/4/15,5,120
5001522,九宜城(杭州),江陵路2028号,杭州,2,2019/4/15,2,30
5001530,凯瑞金座,科技馆街1505号,杭州,2,2019/4/15,2,150
5001695,杭州上峰电子商务产业园,江虹路611号,杭州,14,2019/4/15,14,1140
5001794,滨江金色黎明一期,南都路37号,杭州,66,2019/4/15,66,1890
5001803,网新双城大厦,江汉路1785号,杭州,1,2019/4/15,1,75
5001806,万事利大厦_杭州,天城路68号,杭州,2,2019/4/15,2,60
5001811,孔家埭创意园,广业街161号,杭州,5,2019/4/15,5,375
5001815,万恒创业园,滨文路12号,杭州,1,2019/4/15,1,15
5001828,海外海德胜商业大厦,德胜路195号,杭州,6,2019/4/15,6,360
5001829,海创大厦,文一西路1338号,杭州,6,2019/4/15,6,180
5002008,银江软件园,西园八路2号,杭州,9,2019/4/15,9,540
5002056,中兴杭州产业园,火炬大道1213号,杭州,1,2019/4/15,1,75
5002240,杭州数字信息产业园,西园八路11号,杭州,6,2019/4/15,6,270
5002387,浙江永通科技大楼,留和路60号,杭州,2,2019/4/15,2,40
5002402,千年舟家居科技文化创意园,好运街152号,杭州,5,2019/4/15,5,300
5002427,杭州数字出版产业园,紫萱路158号,杭州,6,2019/4/15,6,330
5002441,憬天国际,通惠南路786号,杭州,25,2019/4/15,25,1155
5002516,杭州经纬国际创意产业园,石桥路279号,杭州,10,2019/4/15,10,650
5002533,建华商业中心,七古登路90号,杭州,4,2019/4/15,3,90
5002736,华辰凤庭大酒店,婺江路333号,杭州,6,2019/4/15,6,450
5002745,恒源国际财富中心,通惠北路1515号,杭州,7,2019/4/15,7,225
5002747,东南科技研发中心,金城路438号,杭州,10,2019/4/15,10,300
5002782,星城发展大厦,新天地街406号,杭州,14,2019/4/15,14,1070
5002794,西溪智慧大厦,文二西路669号,杭州,1,2019/4/15,1,60
5002800,申瑞国际银座,申花路465号,杭州,3,2019/4/15,2,30
5002896,头格月雅城,月雅路海通街1600号,杭州,50,2019/4/15,26,390
5002911,杭州智慧产业创业园,文一西路857号,杭州,3,2019/4/15,3,55
5002931,柏源大楼,白石路365号,杭州,1,2019/4/15,1,15
5002954,近江时代大厦,婺江路217号,杭州,4,2019/4/15,4,300
5002959,海创基地,六和路368号,杭州,13,2019/4/15,13,975
5003038,万事利集团丝绸工业园,幸福南路2号,杭州,1,2019/4/15,1,45
5003088,大关公寓,湖墅北路115号,杭州,6,2019/4/15,6,270
5003106,恒生电商产业园,龙泉路22号,杭州,2,2019/4/15,2,30
5003107,恒生科技园,文一西路1218号,杭州,28,2019/4/15,28,840
5003122,汇禾领府,灯彩街549号,杭州,20,2019/4/15,20,1440
5003166,林之语,钱宁路1号,杭州,53,2019/4/15,53,1855
5003269,中讯大厦,留和路56号,杭州,1,2019/4/15,1,15
5003285,彩宏大厦,滨文路358号,杭州,4,2019/4/15,4,60
5003316,和合财富中心,东湖南路59-1号,杭州,38,2019/4/15,38,2085
5003495,西部科技园,中心路100号,杭州,13,2019/4/15,13,390
5003590,天行国际大厦,丰潭路450号,杭州,16,2019/4/15,16,465
5003623,赞成中心,飞云江路9号,杭州,8,2019/4/15,6,450
5003632,西子公寓,环城西路8号,杭州,1,2019/4/15,1,45
5003635,国泰科技大厦,民和路479号,杭州,98,2019/4/15,96,5490
5003665,聚英公寓,九昌路15号,杭州,10,2019/4/15,10,150
5003666,枫华府第,华星路6号,杭州,40,2019/4/15,40,1545
5003685,长青文创园,莫干山路1385号,杭州,2,2019/4/15,2,130
5003715,外海西湖国贸,西湖大道1号,杭州,8,2019/4/15,8,900
5003755,西可通信科技园,秋溢路606号,杭州,5,2019/4/15,5,375
5003817,龙湖滟澜山三期,上沙路105号,杭州,13,2019/4/15,13,585
5003912,财通中心,金沙大道201号,杭州,7,2019/4/15,7,435
5003959,杭州钓鱼实业科技园,科技大道8号,杭州,28,2019/4/15,28,1215
5004026,中国铁建国际花园_杭州,资福街60号,杭州,18,2019/4/15,18,270
5004043,佳美大厦,石桥路538号,杭州,12,2019/4/15,12,540
5004047,天瑞国际,科园路55号,杭州,11,2019/4/15,11,240
5004052,智谷创新中国产业园,善贤路4号,杭州,1,2019/4/15,1,60
5004061,中兴和园,火炬大道1612号,杭州,46,2019/4/15,46,3390
5004073,绿岸科创园,文一西路1382号,杭州,2,2019/4/15,2,60
5004090,良渚大学科技园,七贤桥经一路1号,杭州,8,2019/4/15,8,240
5004160,新奇特大楼,长河路100号,杭州,8,2019/4/15,8,690
5004172,江南岸艺术园区,诚业路415号,杭州,5,2019/4/15,5,495
5004185,东华苑_杭州,九睦路1号,杭州,12,2019/4/15,12,180
5004272,凯旋发展大厦,庆春东路167号,杭州,5,2019/4/15,5,330
5004423,原筑壹号商务楼,德胜东路7666号,杭州,20,2019/4/15,19,285
5004466,申悦国际,古墩路671号,杭州,8,2019/4/15,8,360
5004501,中国铁建青秀城,明星路85号,杭州,40,2019/4/15,40,1800
5004554,湘湖林语,湘湖路8号,杭州,8,2019/4/15,8,240
5004559,绿野春天_杭州,里东路10号,杭州,20,2019/4/15,20,400
5004623,富友科技大厦,滨文路5号,杭州,1,2019/4/15,1,30
5004627,华星创业大厦,聚才路500号,杭州,29,2019/4/15,29,2550
5004630,开元广场_萧山,市心南路1500号,杭州,78,2019/4/15,78,4080
5004632,祥腾财富中心,民和路487号,杭州,26,2019/4/15,26,1470
5004666,江南铭庭,江虹南路316号,杭州,16,2019/4/15,16,255
5004674,未来科技城海创园,文一西路998号,杭州,17,2019/4/15,17,510
5004696,新时代互联广场,丰潭路669号,杭州,6,2019/4/15,6,180
5004831,泰衡大楼,东冠园中路22号,杭州,1,2019/4/15,1,75
5004845,西资大楼,浙大路39号,杭州,2,2019/4/15,2,70
5004992,原筑壹号,德胜东路7666号,杭州,28,2019/4/15,28,420
5005002,横塘景苑,同协路514号,杭州,7,2019/4/15,7,105
5005011,利尔达物联网科技园,文一西路1326号,杭州,8,2019/4/15,8,240
5005080,柳营花园（杭州）,长庆街30号,杭州,4,2019/4/15,4,260
5005087,擎天半岛,藕花洲大街159号,杭州,48,2019/4/15,48,1440
5005094,远方科技中心,聚才路88号,杭州,44,2019/4/15,44,3780
5005123,鑫牛大厦(杭州),九环路7号,杭州,4,2019/4/15,4,60
5005124,赛银国际商务中心,高教路665号,杭州,108,2019/4/15,108,4590
5005138,303生活广场,厚仁路313号,杭州,6,2019/4/15,6,345
5005159,大家之江悦,枫桦西路15号,杭州,36,2019/4/15,36,1080
5005226,登宝大厦,东新路840号,杭州,6,2019/4/15,6,410
5005276,新中宇_维萨,莲花桥路6号,杭州,44,2019/4/15,44,1305
5005316,橡树园（杭州）,萍水路100号,杭州,28,2019/4/15,28,1680
5005320,地铁商务大厦,中山北路607号,杭州,4,2019/4/15,4,240
5005385,明石商业大厦,明石路515号,杭州,3,2019/4/15,3,90
5005484,华家池三期,凯旋路258号,杭州,23,2019/4/15,23,420
5005652,丁桥赵家花苑,广发路10号,杭州,50,2019/4/15,50,750
5005653,文天公寓(杭州),天目山路120号,杭州,10,2019/4/15,10,795
5005654,湖滨阁,孝丰路12号,杭州,11,2019/4/15,11,575
5005655,IX-WORK,滨安路650号,杭州,25,2019/4/15,25,420
5005754,金龙财富,庆春路38号,杭州,4,2019/4/15,4,300
5005810,瑞金_华庭嘉苑,藕花洲大街254号,杭州,28,2019/4/15,28,840
5005812,瑞金_华翠嘉苑,藕花洲大街278号,杭州,6,2019/4/15,6,180
5005853,滨江金色黎明二期,德胜路与同协路交汇处,杭州,81,2019/4/15,81,2010
5005863,建德村_杭州,环城东路136号,杭州,2,2019/4/15,2,160
5005865,留博楼,求是路与曙光路交叉口,杭州,2,2019/4/15,2,70
5005867,求是村_杭州,浙大路18号,杭州,7,2019/4/15,7,245
5005868,浙大综合楼_杭州,玉古路145号,杭州,2,2019/4/15,2,100
5006003,康都紫轩,甬江路191号,杭州,12,2019/4/15,12,1314
5006015,碧桂园,水云街158号,杭州,48,2019/4/15,48,2580
5006054,东兰轩,丁群路596号,杭州,26,2019/4/15,26,390
5006056,杭州建华家园,建华村三官塘路15号,杭州,46,2019/4/15,46,2010
5006058,普福家园北区,普德路38号,杭州,51,2019/4/15,51,765
5006081,凯德视界,登云路99号,杭州,17,2019/4/15,17,1090
5006105,紫金创业园,石祥西路859号,杭州,14,2019/4/15,12,540
5006128,华立创客社区云立方园区,联胜路10号,杭州,19,2019/4/15,19,700
5006147,杭州师范大学科技园,文一西路1378号,杭州,2,2019/4/15,2,60
5006201,莱茵矩阵国际,余杭塘路515号,杭州,20,2019/4/15,20,600
5006266,支付宝大楼,万塘路18号,杭州,4,2019/4/15,4,240
5006295,德邦电子创意园,滨康路619号,杭州,3,2019/4/15,3,315
5006371,滨江紫金府,圣东街151号,杭州,36,2019/4/15,36,900
5006437,中博大厦,天目山西路289号,杭州,4,2019/4/15,4,165
5006615,云厦连园,固陵路9号,杭州,22,2019/4/15,22,660
5006780,萧山农业大厦,市心北路828号,杭州,20,2019/4/15,20,600
5006816,中赢国际商业中心,滨和路998号,杭州,4,2019/4/15,4,60
5006818,金骏大厦（杭州）,水湘路341号,杭州,4,2019/4/15,4,75
5006881,保利香槟国际_杭州,人文路116号,杭州,7,2019/4/15,7,315
5006884,新世纪广场（杭州）,市心南路133号,杭州,4,2019/4/15,4,180
5006914,绿地中央广场(杭州),大关路100号,杭州,55,2019/4/15,55,3305
5007050,华瑞中心,建设一路66号,杭州,10,2019/4/15,10,300
5007080,中国智谷海创园区,文一西路1001号,杭州,3,2019/4/15,3,90
5007185,联合中心,民和路481号,杭州,174,2019/4/15,174,10080
5007529,世茂茂悦府,九和路468,杭州,54,2019/4/15,54,810
5007578,杭州万达广场写字楼,杭行路666号,杭州,93,2019/4/15,28,1680
5007581,中海西溪华府,紫霞街275号,杭州,44,2019/4/15,44,660
5007596,运河汽车电商园,石祥路525号,杭州,28,2019/4/15,28,2100
5007748,三花江虹国际创意园,秋溢路228号,杭州,90,2019/4/15,90,8010
5007755,正泰中自科技园,6号街260号,杭州,11,2019/4/15,10,150
5007845,宝嘉誉峰(杭州),北软路166号,杭州,26,2019/4/15,26,1560
5007856,公元时代,天城东路955号,杭州,22,2019/4/15,22,1140
5007857,湖印良品郡原蓝湖国际,天城东路955号,杭州,6,2019/4/15,6,270
5007884,杭州智能创新产业园,西园路三路3号,杭州,2,2019/4/15,2,90
5007913,润业科技金融产业园,余杭塘路2961号,杭州,1,2019/4/15,1,15
5007963,丽晶国际中心,鸿宁路2327号,杭州,16,2019/4/15,16,720
5007979,龙湖春江郦城,江汉路1337号,杭州,13,2019/4/15,13,780
5007990,寰诺大厦,南环路1568号,杭州,2,2019/4/15,2,150
5008013,大象国际中心,民和路600号,杭州,24,2019/4/15,24,1080
5008091,晓城天地,金沙大道450号,杭州,140,2019/4/15,140,8285
5008149,白石嘉苑,同协南路5号,杭州,37,2019/4/15,37,1095
5008178,杰立大厦,机场路135号,杭州,45,2019/4/15,45,1950
5008190,滨江凯旋门,凯旋路116号,杭州,30,2019/4/15,30,450
5008285,博奥城,建设二路331号,杭州,34,2019/4/15,34,1710
5008326,创海基地,聚园路8号,杭州,3,2019/4/15,3,135
5008329,龙湖金沙天街裙楼,金沙大道560号,杭州,9,2019/4/15,9,405
5008389,金绣国际科技中心,聚业路26号,杭州,8,2019/4/15,7,105
5008804,世包大楼,秋溢路289号,杭州,20,2019/4/15,20,1785
5008869,绿都大厦,中河中路198号,杭州,36,2019/4/15,36,3210
5008874,西溪软件园天秤座,五常大道133号,杭州,6,2019/4/15,6,90
5009002,浙江省国贸大楼,庆春路195号,杭州,1,2019/4/15,1,75
5009003,浙江建设科技研发中心,文二路28号,杭州,13,2019/4/15,12,450
5009060,金门文耀大厦,滨文路422号,杭州,5,2019/4/15,5,375
5009263,滨江金色江南,飞虹路1757号 ,杭州,15,2019/4/15,15,450
5009347,中赢康康谷,春晓路10号,杭州,10,2019/4/15,10,150
5009369,中海寰宇商务中心,秋水路15号,杭州,2,2019/4/15,2,30
5009637,祥符街道办公楼,三墩路85号,杭州,4,2019/4/15,4,60
5009676,南江商业中心,市心南路1036号,杭州,16,2019/4/15,16,720
5009684,笑歌大厦,天目山路1号,杭州,2,2019/4/15,2,190
5009770,凯诚商务园,九和路19号,杭州,3,2019/4/15,3,45
5009810,盛奥西溪铭座,同顺街30号,杭州,12,2019/4/15,12,180
5009936,海创科技中心,文一西路1288号,杭州,148,2019/4/15,146,6300
5009962,西溪软件园巨蟹座,五常大道148号,杭州,15,2019/4/15,15,660
